TİCARİ BM;BÖLGE;ÜTE;DEPO GRUBU;DEPO ŞUBESİ;GLN;ECZANE ADI;İLÇE;İL;BARKOD;ÜRÜN ADI;ADET;MF
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546578092;AspiNatura Cough SYRU SACH 10ml TR;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546578108;AspiNatura Junior Cough SYRU SACH 5ml TR;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546540020;ASPI NATURA İzotonik Burun Spreyi 3,5% SPH 20 ML TR;7;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546578078;ASPINATURA Kids Cough Syrup 120ml Bottle;7;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546370597;Bepanthol Baby Pişik Önleyici Merhem 100gr./Islak Mendil Hediyeli Combo;2;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546358786;Bepanthol Derma Nem & Besleyici SPF 25 Güneş Koruyuculu Günlük Yüz Bakım Kr 50ML;2;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546485246;Bepanthol Derma Temel Nemlendirici Günlük Vücut Losyonu 200 ml ;2;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546485253;Bepanthol Derma Yoğun Nemlendirici Günlük Vücut Losyonu 200 ml ;2;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546485260;Bepanthol Derma Temel Nemlendirici Günlük Vücut Losyonu 400ml TR;2;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546485277;Bepanthol Derma Yoğun Nemlendirici Günlük Vücut Losyonu 400ml TR ;2;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546340071;Bepanthol Derma Arındırıcı & Canlandırıcı Günlük Yüz Temizleme Jeli 200ML;2;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546370580;Bepanthol Onarıcı Bakım Merhemi 30gr.;60;6
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546630004;Bepanthol Lipstick Güneş Koruyucu Dudak Bakım Kremi 4,5 gr.;15;2
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546370399;Bepanthol Baby Pişik Önleyici Merhem 30gr.;15;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546358700;Bepanthol SensiDaily 400ml Vücut Kremi (Pompalı);10;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546350230;BepantholSensiderm Kaşıntı Giderici Krem 50g.;10;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546358632;Bepanthol Cilt Bakım Kremi 100gr.;2;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546358625;Bepanthol Cilt Bakım Kremi 30gr.;15;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546020461;Redoxon Essential 1000mg TAEF TUBE 15 TR;12;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546080045;Redoxon Kids 60;24;2
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546020447;Redoxon 3'lü Etki 15 Efervesan Tablet;80;10
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546020454;Redoxon 3'lü Etki 30 Efervesan Tablet;12;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546090396;Supradyn CoQ10 FCT 30 Film Kaplı Tablet;20;2
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546080069;Supradyn Kids Magic Beans TSCH 60 TR;5;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001547166;Kozyatağı;Kadıköy;İstanbul;8699546020393;Supradyn 15 Effervesan Tablet ;7;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001601653;Boğaziçi;Kadıköy;İstanbul;8699546370597;Bepanthol Baby Pişik Önleyici Merhem 100gr./Islak Mendil Hediyeli Combo;10;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001601653;Boğaziçi;Kadıköy;İstanbul;8699546370580;Bepanthol Onarıcı Bakım Merhemi 30gr.;60;6
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001282128;Evranos;Kadıköy;İstanbul;8699546630004;Bepanthol Lipstick Güneş Koruyucu Dudak Bakım Kremi 4,5 gr.;2;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001282128;Evranos;Kadıköy;İstanbul;8699546485246;Bepanthol Derma Temel Nemlendirici Günlük Vücut Losyonu 200 ml ;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001282128;Evranos;Kadıköy;İstanbul;8699546485277;Bepanthol Derma Yoğun Nemlendirici Günlük Vücut Losyonu 400ml TR ;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001282128;Evranos;Kadıköy;İstanbul;8699546350230;BepantholSensiderm Kaşıntı Giderici Krem 50g.;2;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001282128;Evranos;Kadıköy;İstanbul;8699546370399;Bepanthol Baby Pişik Önleyici Merhem 30gr.;5;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001213917;Aksu;Kadıköy;İstanbul;8699546578078;ASPINATURA Kids Cough Syrup 120ml Bottle;7;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001213917;Aksu;Kadıköy;İstanbul;8699546370597;Bepanthol Baby Pişik Önleyici Merhem 100gr./Islak Mendil Hediyeli Combo;10;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001213917;Aksu;Kadıköy;İstanbul;8699546630004;Bepanthol Lipstick Güneş Koruyucu Dudak Bakım Kremi 4,5 gr.;15;2
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001213917;Aksu;Kadıköy;İstanbul;8699546370412;Bepanthol Onarıcı Bakım Merhemi 50gr.;15;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001213917;Aksu;Kadıköy;İstanbul;8699546350230;BepantholSensiderm Kaşıntı Giderici Krem 50g.;10;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001213917;Aksu;Kadıköy;İstanbul;8699546020447;Redoxon 3'lü Etki 15 Efervesan Tablet;80;10
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001213917;Aksu;Kadıköy;İstanbul;8699546094134;Supradyn Focus TAFI BT 30 TR;10;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001476299;Arzu;Kadıköy;İstanbul;8699546020447;Redoxon 3'lü Etki 15 Efervesan Tablet;160;20
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001476299;Arzu;Kadıköy;İstanbul;8699546020454;Redoxon 3'lü Etki 30 Efervesan Tablet;160;20
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001476299;Arzu;Kadıköy;İstanbul;8699546578078;ASPINATURA Kids Cough Syrup 120ml Bottle;14;2
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001476299;Arzu;Kadıköy;İstanbul;8699546020461;Redoxon Essential 1000mg TAEF TUBE 15 TR;35;6
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001476299;Arzu;Kadıköy;İstanbul;8699546650057;Aspinatura Apricot Lemon SPRA PUB20ml TR;14;2
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001476299;Arzu;Kadıköy;İstanbul;8699546578085;ASPINATURA Cough Syrup 120ml Bottle;7;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001476299;Arzu;Kadıköy;İstanbul;8699546650064;Aspinatura Lemon-Mint SPRA PUB 20ml TR;7;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001476299;Arzu;Kadıköy;İstanbul;8699546485277;Bepanthol Derma Yoğun Nemlendirici Günlük Vücut Losyonu 400ml TR ;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001476299;Arzu;Kadıköy;İstanbul;8699546485253;Bepanthol Derma Yoğun Nemlendirici Günlük Vücut Losyonu 200 ml ;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001476299;Arzu;Kadıköy;İstanbul;8699546485246;Bepanthol Derma Temel Nemlendirici Günlük Vücut Losyonu 200 ml ;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001476299;Arzu;Kadıköy;İstanbul;8699546370412;Bepanthol Onarıcı Bakım Merhemi 50gr.;15;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001476299;Arzu;Kadıköy;İstanbul;8699546350230;BepantholSensiderm Kaşıntı Giderici Krem 50g.;10;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001476299;Arzu;Kadıköy;İstanbul;8699546350223;BepantholSensiderm Kaşıntı Giderici Krem 20g.;2;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001476299;Arzu;Kadıköy;İstanbul;8699546370597;Bepanthol Baby Pişik Önleyici Merhem 100gr./Islak Mendil Hediyeli Combo;2;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546358786;Bepanthol Derma Nem & Besleyici SPF 25 Güneş Koruyuculu Günlük Yüz Bakım Kr 50ML;2;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546358830;Bepanthol Derma Nemlendirici & Besleyici Günlük Yüz Bakım Kremi ;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546340071;Bepanthol Derma Arındırıcı & Canlandırıcı Günlük Yüz Temizleme Jeli 200ML;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546485246;Bepanthol Derma Temel Nemlendirici Günlük Vücut Losyonu 200 ml ;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546485260;Bepanthol Derma Temel Nemlendirici Günlük Vücut Losyonu 400ml TR;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546485253;Bepanthol Derma Yoğun Nemlendirici Günlük Vücut Losyonu 200 ml ;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546485277;Bepanthol Derma Yoğun Nemlendirici Günlük Vücut Losyonu 400ml TR ;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546358625;Bepanthol Cilt Bakım Kremi 30gr.;60;6
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546578092;AspiNatura Cough SYRU SACH 10ml TR;2;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546340057;Bepanjel GEL TUBE 50g TR;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546358700;Bepanthol SensiDaily 400ml Vücut Kremi (Pompalı);1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546370580;Bepanthol Onarıcı Bakım Merhemi 30gr.;60;6
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546370382;Bepanthol Baby Pişik Önleyici Merhem 100gr.;15;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546080069;Supradyn Kids Magic Beans TSCH 60 TR;20;5
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546080045;Redoxon Kids 60;24;2
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546090396;Supradyn CoQ10 FCT 30 Film Kaplı Tablet;10;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546094134;Supradyn Focus TAFI BT 30 TR;10;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546370399;Bepanthol Baby Pişik Önleyici Merhem 30gr.;15;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546370597;Bepanthol Baby Pişik Önleyici Merhem 100gr./Islak Mendil Hediyeli Combo;2;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546020447;Redoxon 3'lü Etki 15 Efervesan Tablet;80;10
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001658961;Utku;Kadıköy;İstanbul;8699546020454;Redoxon 3'lü Etki 30 Efervesan Tablet;80;10
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001217212;Göztepe Merkez;Kadıköy;İstanbul;8699546578092;AspiNatura Cough SYRU SACH 10ml TR;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001217212;Göztepe Merkez;Kadıköy;İstanbul;8699546578108;AspiNatura Junior Cough SYRU SACH 5ml TR;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001217212;Göztepe Merkez;Kadıköy;İstanbul;8699546578078;ASPINATURA Kids Cough Syrup 120ml Bottle;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001217212;Göztepe Merkez;Kadıköy;İstanbul;8699546358779;Bepanthol Derma Yoğun Nemlendirici Gece Bakım Kremi 50ML;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001217212;Göztepe Merkez;Kadıköy;İstanbul;8699546340071;Bepanthol Derma Arındırıcı & Canlandırıcı Günlük Yüz Temizleme Jeli 200ML;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001217212;Göztepe Merkez;Kadıköy;İstanbul;8699546358830;Bepanthol Derma Nemlendirici & Besleyici Günlük Yüz Bakım Kremi ;1;0
