GLN_GUNCEL;BARKOD_GUNCEL;ADET;MF
8680001236671;8699546358359;100;10
8680001233830;8699546358359;300;30
8680001256358;8699546358359;60;6
8680001477081;8699546358359;30;2
8680001404032;8699546358359;30;2
8680001230648;8699546358359;2;0
8680001520961;8699546358359;15;1
8680001171330;8699546358359;15;1
8680001295845;8699546358359;2;0
8680001238873;8699546358359;2;0
8680001282302;8699546358359;5;0
8680001169856;8699546358359;2;0
8680001296705;8699546358359;5;0
8680001282180;8699546358359;2;0
8680001226641;8699546358359;15;1
8680001458820;8699546358359;15;1
8680001238958;8699546358359;1;0
8680001505630;8699546358359;60;6
8680001290918;8699546358359;15;1
8680001412129;8699546358359;15;1
8680001359899;8699546358359;15;1
8680001263158;8699546358359;5;0
8680001295845;8699546358359;15;1
8680001618774;8699546358359;30;2
8680001565764;8699546358359;15;1
8680001291014;8699546358359;60;6
8680001431403;8699546358359;2;0
8680001431182;8699546358359;30;2
8680001604098;8699546358359;60;6
8680001659456;8699546358359;15;1
8680001185962;8699546358359;15;1
8680001601653;8699546358359;15;1
8680001217793;8699546358359;15;1
8680001275076;8699546358359;60;6
8680001619313;8699546358359;60;6
8680001209392;8699546358359;2;0
8680001282210;8699546358694;1;0
8680001274727;8699546358694;1;0
8680001690343;8699546358694;2;0
8680001527816;8699546358694;60;6
8680001281992;8699546358694;15;1
8680001285846;8699546358694;100;10
8680001666379;8699546358694;15;1
8680001475544;8699546358694;15;1
8680001208685;8699546358694;60;6
8680001233830;8699546358694;100;10
8680001404032;8699546358694;15;1
8680001282210;8699546358694;2;0
8680001562336;8699546358694;5;0
8680001601653;8699546358694;15;1
8680001214341;8699546358694;2;0
8680001626977;8699546358694;15;1
8680001238873;8699546340071;1;0
8680001359950;8699546340071;2;0
8680001679331;8699546340071;1;0
8680001258703;8699546340071;1;0
8680001686490;8699546340071;1;0
8680001214754;8699546340071;50;5
8680001166466;8699546340071;100;10
8680001359899;8699546340071;2;0
8680001550012;8699546340071;1;0
8680001505630;8699546340071;10;1
8680001222841;8699546340071;1;0
8680001216475;8699546340071;2;0
8680001236671;8699546340071;10;1
8680001465392;8699546340071;10;1
8680001458554;8699546340071;3;0
8680001261734;8699546340071;10;1
8680001547166;8699546340071;2;0
8680001670284;8699546340071;10;1
8680001648948;8699546340071;1;0
8680001632862;8699546340071;1;0
8680001503469;8699546340071;1;0
8680001294916;8699546340071;1;0
8680001569229;8699546340071;1;0
8680001425815;8699546340071;1;0
8680001601202;8699546340071;1;0
8680001285846;8699546340071;50;5
8680001208685;8699546340071;30;3
8680001381289;8699546340071;3;0
8680001636075;8699546340071;1;0
8680001229352;8699546340071;1;0
8680001404032;8699546340071;1;0
8680001404032;8699546340071;1;0
8680001659456;8699546340071;1;0
8680001565764;8699546340071;2;0
8680001604098;8699546340071;10;1
8680001569229;8699546340071;1;0
8680001619313;8699546340071;2;0
8680001632862;8699546340071;1;0
8680001285426;8699546340071;10;1
8680001201655;8699546358786;1;0
8680001258703;8699546358786;1;0
8680001222841;8699546358786;3;0
8680001633371;8699546358786;1;0
8680001686490;8699546358786;2;0
8680001569182;8699546358786;1;0
8680001171385;8699546358786;1;0
8680001214754;8699546358786;20;2
8680001475544;8699546358786;10;1
8680001359899;8699546358786;10;1
8680001550012;8699546358786;1;0
8680001222841;8699546358786;3;0
8680001686490;8699546358786;1;0
8680001236671;8699546358786;10;1
8680001282210;8699546358786;2;0
8680001597949;8699546358786;10;1
8680001458554;8699546358786;3;0
8680001533992;8699546358786;1;0
8680001246052;8699546358786;1;0
8680001670284;8699546358786;1;0
8680001547166;8699546358786;2;0
8680001294916;8699546358786;1;0
8680001185962;8699546358786;1;0
8680001286188;8699546358786;2;0
8680001296996;8699546358786;1;0
8680001639090;8699546358786;2;0
8680001285846;8699546358786;10;1
8680001174386;8699546358786;10;1
8680001166466;8699546358786;100;10
8680001221462;8699546358786;10;1
8680001604098;8699546358786;10;1
8680001661466;8699546358786;1;0
8680001381289;8699546358786;10;1
8680001166466;8699546358786;100;10
8680001522118;8699546358786;1;0
8680001540303;8699546358786;2;0
8680001661244;8699546358786;1;0
8680001281992;8699546358786;1;0
8680001565764;8699546358786;2;0
8680001659456;8699546358786;1;0
8680001604098;8699546358786;10;1
8680001619313;8699546358786;1;0
8680001540303;8699546358786;2;0
8680001235773;8699546358786;1;0
8680001601653;8699546358786;10;1
8680001601653;8699546358786;10;1
8680001281992;8699546485260;2;0
8680001232703;8699546485260;1;0
8680001444311;8699546485260;2;0
8680001286119;8699546485260;1;0
8680001292974;8699546485260;1;0
8680001595952;8699546485260;1;0
8680001595952;8699546485260;1;0
8680001475544;8699546485260;10;1
8680001693801;8699546485260;2;0
8680001214754;8699546485260;50;5
8680001515967;8699546485260;10;1
8680001597192;8699546485260;1;0
8680001236671;8699546485260;10;1
8680001666690;8699546485260;1;0
8680001488452;8699546485260;2;0
8680001204731;8699546485260;2;0
8680001547166;8699546485260;2;0
8680001648948;8699546485260;1;0
8680001636075;8699546485260;3;0
8680001286188;8699546485260;1;0
8680001604098;8699546485260;2;0
8680001428434;8699546485260;1;0
8680001694051;8699546485260;2;0
8680001285846;8699546485260;30;3
8680001166466;8699546485260;100;10
8680001597949;8699546485260;10;1
8680001661466;8699546485260;2;0
8680001296552;8699546485260;1;0
8680001166466;8699546485260;100;10
8680001397242;8699546485260;1;0
8680001237074;8699546485260;5;0
8680001453764;8699546485260;2;0
8680001453764;8699546485260;8;0
8680001359899;8699546485260;2;0
8680001420674;8699546485260;4;0
8680001429844;8699546485260;1;0
8680001659456;8699546485260;1;0
8680001604098;8699546485260;10;1
8680001619313;8699546485260;1;0
8680001215447;8699546485260;1;0
8680001256211;8699546358779;1;0
8680001381289;8699546358779;1;0
8680001214259;8699546358779;10;1
8680001569182;8699546358779;1;0
8680001359899;8699546358779;2;0
8680001425679;8699546358779;20;2
8680001236671;8699546358779;10;1
8680001597949;8699546358779;5;0
8680001670284;8699546358779;10;1
8680001648948;8699546358779;1;0
8680001497928;8699546358779;10;1
8680001185962;8699546358779;1;0
8680001286188;8699546358779;1;0
8680001294916;8699546358779;1;0
8680001604098;8699546358779;5;0
8680001235582;8699546358779;10;1
8680001256358;8699546358779;1;0
8680001221462;8699546358779;2;0
8680001285846;8699546358779;50;5
8680001208685;8699546358779;30;3
8680001381289;8699546358779;3;0
8680001166466;8699546358779;100;10
8680001282128;8699546358779;1;0
8680001522118;8699546358779;1;0
8680001466603;8699546358779;1;0
8680001571499;8699546358779;1;0
8680001539895;8699546358779;2;0
8680001540303;8699546358779;2;0
8680001286171;8699546358779;1;0
8680001425815;8699546358779;2;0
8680001288199;8699546358779;1;0
8680001565764;8699546358779;2;0
8680001604098;8699546358779;5;0
8680001619313;8699546358779;1;0
8680001696536;8699546358779;2;0
8680001540303;8699546358779;1;0
8680001685455;8699546485277;1;0
8680001173327;8699546485277;1;0
8680001444311;8699546485277;1;0
8680001291014;8699546485277;2;0
8680001292974;8699546485277;1;0
8680001283484;8699546485277;1;0
8680001425051;8699546485277;1;0
8680001296996;8699546485277;1;0
8680001693801;8699546485277;2;0
8680001515967;8699546485277;10;1
8680001222841;8699546485277;3;0
8680001666379;8699546485277;1;0
8680001236671;8699546485277;10;1
8680001410903;8699546485277;10;1
8680001282210;8699546485277;1;0
8680001666690;8699546485277;1;0
8680001458554;8699546485277;1;0
8680001204731;8699546485277;2;0
8680001291014;8699546485277;2;0
8680001547166;8699546485277;2;0
8680001648948;8699546485277;1;0
8680001488452;8699546485277;1;0
8680001604098;8699546485277;2;0
8680001597192;8699546485277;1;0
8680001231478;8699546485277;3;0
8680001278565;8699546485277;1;0
8680001295876;8699546485277;1;0
8680001281992;8699546485277;1;0
8680001214754;8699546485277;50;5
8680001285846;8699546485277;30;3
8680001166466;8699546485277;100;10
8680001597949;8699546485277;10;1
8680001661466;8699546485277;2;0
8680001296552;8699546485277;1;0
8680001166466;8699546485277;100;10
8680001284979;8699546485277;2;0
8680001515455;8699546485277;1;0
8680001451555;8699546485277;1;0
8680001359899;8699546485277;1;0
8680001659456;8699546485277;1;0
8680001565764;8699546485277;2;0
8680001451555;8699546485277;1;0
8680001420674;8699546485277;4;0
8680001620388;8699546485277;10;1
8680001604098;8699546485277;10;1
8680001619313;8699546485277;10;1
8680001215447;8699546485277;1;0
8680001285426;8699546485277;20;2
8680001261352;8699546485277;1;0
8680001227440;8699546485246;1;0
8680001444311;8699546485246;1;0
8680001628032;8699546485246;1;0
8680001242672;8699546485246;1;0
8680001283484;8699546485246;1;0
8680001292974;8699546485246;2;0
8680001619313;8699546485246;1;0
8680001166466;8699546485246;50;5
8680001693801;8699546485246;2;0
8680001214754;8699546485246;20;2
8680001515967;8699546485246;10;1
8680001505630;8699546485246;10;1
8680001236671;8699546485246;10;1
8680001666690;8699546485246;1;0
8680001492855;8699546485246;3;0
8680001598342;8699546485246;1;0
8680001597949;8699546485246;5;0
8680001204731;8699546485246;1;0
8680001547166;8699546485246;2;0
8680001285051;8699546485246;1;0
8680001633371;8699546485246;1;0
8680001648948;8699546485246;1;0
8680001295937;8699546485246;1;0
8680001636075;8699546485246;3;0
8680001286188;8699546485246;1;0
8680001425815;8699546485246;2;0
8680001633371;8699546485246;1;0
8680001237074;8699546485246;10;1
8680001237074;8699546485246;2;0
8680001397242;8699546485246;1;0
8680001168392;8699546485246;1;0
8680001205912;8699546485246;2;0
8680001285846;8699546485246;10;1
8680001208685;8699546485246;30;3
8680001633371;8699546485246;1;0
8680001285280;8699546485246;1;0
8680001466603;8699546485246;1;0
8680001359899;8699546485246;2;0
8680001453764;8699546485246;8;0
8680001565764;8699546485246;3;0
8680001296996;8699546485246;1;0
8680001288212;8699546485246;1;0
8680001604098;8699546485246;10;1
8680001659456;8699546485246;1;0
8680001619313;8699546485246;1;0
8680001235773;8699546485246;2;0
8680001628032;8699546485246;1;0
8680001428403;8699546485253;3;0
8680001444311;8699546485253;1;0
8680001292974;8699546485253;2;0
8680001431625;8699546485253;10;1
8680001221554;8699546485253;1;0
8680001274819;8699546485253;1;0
8680001202423;8699546485253;1;0
8680001166466;8699546485253;50;5
8680001693801;8699546485253;1;0
8680001227792;8699546485253;10;1
8680001221554;8699546485253;1;0
8680001515967;8699546485253;10;1
8680001214754;8699546485253;20;2
8680001236671;8699546485253;10;1
8680001666690;8699546485253;1;0
8680001458554;8699546485253;10;1
8680001597949;8699546485253;5;0
8680001204731;8699546485253;1;0
8680001547166;8699546485253;2;0
8680001648948;8699546485253;1;0
8680001636075;8699546485253;3;0
8680001294916;8699546485253;2;0
8680001471980;8699546485253;2;0
8680001425815;8699546485253;1;0
8680001397242;8699546485253;1;0
8680001285846;8699546485253;10;1
8680001198115;8699546485253;3;0
8680001554416;8699546485253;2;0
8680001285280;8699546485253;1;0
8680001659456;8699546485253;1;0
8680001208685;8699546485253;30;3
8680001604098;8699546485253;10;1
8680001619313;8699546485253;2;0
8680001235773;8699546485253;4;0
8680001696536;8699546485253;2;0
8680001285426;8699546485253;20;2
8680001424221;8699546358830;2;0
8680001633371;8699546358830;1;0
8680001293759;8699546358830;1;0
8680001214754;8699546358830;30;3
8680001693801;8699546358830;10;1
8680001236671;8699546358830;10;1
8680001686490;8699546358830;1;0
8680001686582;8699546358830;1;0
8680001597949;8699546358830;5;0
8680001458554;8699546358830;1;0
8680001670284;8699546358830;10;1
8680001648948;8699546358830;1;0
8680001185962;8699546358830;1;0
8680001295654;8699546358830;1;0
8680001274819;8699546358830;1;0
8680001285846;8699546358830;10;1
8680001166466;8699546358830;100;10
8680001166466;8699546358830;100;10
8680001375202;8699546358830;1;0
8680001540303;8699546358830;2;0
8680001659456;8699546358830;1;0
8680001604098;8699546358830;10;1
8680001619313;8699546358830;1;0
8680001540303;8699546358830;1;0
8680001383764;8699546350209;2;0
8680001524822;8699546350209;1;0
8680001212248;8699546350209;2;0
8680001288489;8699546350209;3;0
8680001237333;8699546350209;1;0
8680001263127;8699546350209;1;0
8680001247189;8699546350209;1;0
8680001282210;8699546350209;1;0
8680001202423;8699546350209;1;0
8680001295685;8699546350209;1;0
8680001223305;8699546350209;1;0
8680001425815;8699546350209;1;0
8680001221622;8699546350209;2;0
8680001303762;8699546350209;1;0
8680001175178;8699546350209;4;0
8680001570454;8699546350209;1;0
8680001685455;8699546350209;1;0
8680001282166;8699546350209;1;0
8680001672943;8699546350209;1;0
8680001290185;8699546350209;2;0
8680001688388;8699546350209;4;0
8680001213917;8699546350209;2;0
8680001285556;8699546350209;1;0
8680001294756;8699546350209;1;0
8680001421220;8699546350209;1;0
8680001401864;8699546350209;1;0
8680001256211;8699546350209;3;0
8680001214754;8699546350209;120;16
8680001214754;8699546350209;330;33
8680001227792;8699546350209;15;2
8680001230440;8699546350209;15;2
8680001569229;8699546350209;2;0
8680001289936;8699546350209;10;1
8680001393855;8699546350209;10;1
8680001527816;8699546350209;15;2
8680001281992;8699546350209;30;2
8680001281992;8699546350209;30;2
8680001292974;8699546350209;10;1
8680001205912;8699546350209;15;2
8680001693801;8699546350209;10;1
8680001285846;8699546350209;30;4
8680001174386;8699546350209;15;2
8680001425679;8699546350209;15;2
8680001526956;8699546350209;15;2
8680001492855;8699546350209;10;1
8680001459261;8699546350209;15;2
8680001222841;8699546350209;10;1
8680001222841;8699546350209;15;2
8680001223336;8699546350209;2;0
8680001639090;8699546350209;10;1
8680001410903;8699546350209;15;2
8680001204731;8699546350209;10;1
8680001618934;8699546350209;15;2
8680001475544;8699546350209;10;1
8680001537334;8699546350209;15;2
8680001604098;8699546350209;15;2
8680001222681;8699546350209;15;2
8680001274901;8699546350209;15;2
8680001661466;8699546350209;15;2
8680001208685;8699546350209;30;4
8680001381289;8699546350209;15;2
8680001236671;8699546350209;120;16
8680001233830;8699546350209;120;16
8680001477081;8699546350209;10;1
8680001229147;8699546350209;2;0
8680001383764;8699546350209;3;0
8680001686582;8699546350209;3;0
8680001622719;8699546350209;2;0
8680001431625;8699546350209;10;1
8680001223688;8699546350209;3;0
8680001275250;8699546350209;2;0
8680001242474;8699546350209;2;0
8680001238873;8699546350209;1;0
8680001210558;8699546350209;3;0
8680001223336;8699546350209;5;0
8680001636730;8699546350209;1;0
8680001252398;8699546350209;3;0
8680001250363;8699546350209;10;1
8680001282128;8699546350209;2;0
8680001570454;8699546350209;1;0
8680001454235;8699546350209;2;0
8680001468935;8699546350209;2;0
8680001282166;8699546350209;2;0
8680001603732;8699546350209;1;0
8680001290093;8699546350209;1;0
8680001556021;8699546350209;10;1
8680001251544;8699546350209;1;0
8680001571499;8699546350209;10;1
8680001404032;8699546350209;20;2
8680001467822;8699546350209;1;0
8680001222308;8699546350209;1;0
8680001212248;8699546350209;3;0
8680001685455;8699546350209;1;0
8680001120741;8699546350209;1;0
8680001445899;8699546350209;2;0
8680001685455;8699546350209;1;0
8680001549849;8699546350209;2;0
8680001209446;8699546350209;2;0
8680001294756;8699546350209;2;0
8680001258666;8699546350209;1;0
8680001288250;8699546350209;10;1
8680001505630;8699546350209;30;4
8680001512379;8699546350209;10;1
8680001620999;8699546350209;15;2
8680001258666;8699546350209;2;0
8680001524822;8699546350209;2;0
8680001215379;8699546350209;10;1
8680001151516;8699546350209;10;1
8680001221639;8699546350209;3;0
8680001498550;8699546350209;15;2
8680001257812;8699546350209;2;0
8680001548248;8699546350209;15;2
8680001604098;8699546350209;15;1
8680001619313;8699546350209;15;2
8680001601653;8699546350209;15;2
8680001252732;8699546350209;15;2
8680001569229;8699546350209;2;0
8680001275076;8699546350209;15;2
8680001235773;8699546350209;15;2
8680001237074;8699546350209;5;0
8680001224401;8699546350209;10;1
8680001457823;8699546350209;10;1
8680001274901;8699546350209;15;2
8680001477081;8699546350209;10;1
8680001523139;8699546350209;10;1
8680001285426;8699546350209;20;2
8680001261352;8699546350209;10;1
8680001523894;8699546350209;1;0
8680001209392;8699546350209;1;0
8680001291014;8699546610044;2;0
8680001672943;8699546610044;5;1
8680001286102;8699546610044;2;0
8680001412129;8699546610044;1;0
8680001529858;8699546610044;1;0
8680001566815;8699546610044;3;0
8680001261734;8699546610044;5;1
8680001480692;8699546610044;1;0
8680001236527;8699546610044;1;0
8680001282135;8699546610044;1;0
8680001247929;8699546610044;2;0
8680001285563;8699546610044;1;0
8680001212248;8699546610044;1;0
8680001233199;8699546610044;5;1
8680001217212;8699546610044;5;1
8680001120987;8699546610044;5;1
8680001622719;8699546610044;2;0
8680001471140;8699546610044;1;0
8680001295548;8699546610044;1;0
8680001247912;8699546610044;10;2
8680001282210;8699546610044;1;0
8680001283484;8699546610044;1;0
8680001174744;8699546610044;5;1
8680001222933;8699546610044;10;2
8680001180318;8699546610044;1;0
8680001221554;8699546610044;1;0
8680001359899;8699546610044;1;0
8680001257812;8699546610044;1;0
8680001420674;8699546610044;1;0
8680001237333;8699546610044;2;0
8680001223855;8699546610044;5;1
8680001469123;8699546610044;5;1
8680001423507;8699546610044;100;30
8680001468935;8699546610044;1;0
8680001289936;8699546610044;1;0
8680001285426;8699546610044;10;3
8680001383757;8699546610044;5;1
8680001288199;8699546610044;20;6
8680001359950;8699546610044;3;0
8680001393855;8699546610044;5;1
8680001252398;8699546610044;1;0
8680001214051;8699546610044;5;1
8680001230440;8699546610044;5;1
8680001222933;8699546610044;30;9
8680001215751;8699546610044;1;0
8680001289523;8699546610044;5;1
8680001223336;8699546610044;10;3
8680001288212;8699546610044;30;9
8680001626977;8699546610044;10;2
8680001288670;8699546610044;2;0
8680001274727;8699546610044;5;1
8680001383849;8699546610044;1;0
8680001503469;8699546610044;1;0
8680001679744;8699546610044;1;0
8680001696536;8699546610044;5;1
8680001296705;8699546610044;2;0
8680001234516;8699546610044;10;3
8680001221783;8699546610044;1;0
8680001205912;8699546610044;1;0
8680001427697;8699546610044;1;0
8680001488643;8699546610044;10;3
8680001223312;8699546610044;5;1
8680001601226;8699546610044;1;0
8680001238873;8699546610044;1;0
8680001288489;8699546610044;5;1
8680001549849;8699546610044;1;0
8680001644476;8699546610044;1;0
8680001170920;8699546610044;5;1
8680001620388;8699546610044;2;0
8680001282814;8699546610044;3;0
8680001252398;8699546610044;2;0
8680001213719;8699546610044;1;0
8680001238873;8699546610044;1;0
8680001465835;8699546610044;1;0
8680001524822;8699546610044;1;0
8680001287062;8699546610044;2;0
8680001693801;8699546610037;2;0
8680001250554;8699546610037;5;0
8680001680412;8699546610037;2;0
8680001297030;8699546610037;1;0
8680001488643;8699546610037;5;0
8680001626977;8699546610037;2;0
8680001281992;8699546610037;1;0
8680001234134;8699546610037;1;0
8680001295876;8699546610037;1;0
8680001488452;8699546370580;5;0
8680001223688;8699546370580;15;1
8680001285839;8699546370580;5;0
8680001492831;8699546370580;15;1
8680001383856;8699546370580;3;0
8680001666690;8699546370580;5;0
8680001215379;8699546370580;2;0
8680001295845;8699546370580;1;0
8680001633371;8699546370580;30;2
8680001274642;8699546370580;15;1
8680001256211;8699546370580;15;1
8680001464852;8699546370580;2;0
8680001175550;8699546370580;15;1
8680001464852;8699546370580;2;0
8680001420445;8699546370580;15;1
8680001274727;8699546370580;15;1
8680001415281;8699546370580;1;0
8680001252237;8699546370580;6;0
8680001599783;8699546370580;15;1
8680001523092;8699546370580;15;1
8680001209767;8699546370580;15;1
8680001209446;8699546370580;3;0
8680001213887;8699546370580;3;0
8680001250363;8699546370580;1;0
8680001599813;8699546370580;1;0
8680001161935;8699546370580;3;0
8680001229260;8699546370580;5;0
8680001636730;8699546370580;15;1
8680001477630;8699546370580;15;1
8680001290192;8699546370580;15;1
8680001431182;8699546370580;15;1
8680001209064;8699546370580;1;0
8680001503964;8699546370580;15;1
8680001295937;8699546370580;2;0
8680001223572;8699546370580;3;0
8680001175178;8699546370580;15;1
8680001424221;8699546370580;5;0
8680001222308;8699546370580;15;1
8680001295661;8699546370580;5;0
8680001629503;8699546370580;30;2
8680001653171;8699546370580;15;1
8680001205912;8699546370580;60;6
8680001230440;8699546370580;60;6
8680001222797;8699546370580;1;0
8680001214754;8699546370580;120;12
8680001537334;8699546370580;60;6
8680001223312;8699546370580;15;1
